ACT,101,Canberra,ALP,Australian Labor Party,28189,BRODTMANN,
ACT,102,Fenner,ALP,Australian Labor Party,28190,LEIGH,
ACT,102,Fenner,BTA,Bullet Train For Australia,29372,BOHM,
ACT,101,Canberra,BTA,Bullet Train For Australia,29373,BUCKNELL,
ACT,102,Fenner,IND,Independent,28200,WOODMAN,
ACT,101,Canberra,LP,Liberal,28989,ADELAN-LANGFORD,
ACT,102,Fenner,LP,Liberal,28983,GUNNING,
ACT,101,Canberra,GRN,The Greens,28336,CAHILL,
ACT,102,Fenner,GRN,The Greens,28320,SAEEDI,
